,text,language
3016,"

— Si fait, monsieur, si fait, et j’espère vous prouver que vous n’avez
pas rendu service à une ingrate.  Mais que me voulaient donc ces hommes,
que j’ai pris d’abord pour des voleurs, et pourquoi M.  Bonacieux
n’est-il point ici?

— Madame, ces hommes étaient bien autrement dangereux que ne pourraient
être des voleurs, car ce sont des agents de M",french
3017,"

— Oh! fit Mme Bonacieux en frissonnant. 

— C’était le seul moyen, songez-y.  Alors mon frère a résolu de
substituer la ruse à la force: il a pris les papiers, il s’est présenté
ici comme l’émissaire du cardinal lui-même, et dans une heure ou deux,
une voiture doit venir me prendre de la part de Son Éminence",french
3018,"

‘Mr.  Jack!’ said the Doctor.  ‘Copperfield!’

Mr.  Jack Maldon shook hands with me; but not very warmly, I believed;
and with an air of languid patronage, at which I secretly took great
umbrage.  But his languor altogether was quite a wonderful sight; except
when he addressed himself to his cousin Annie",english
3019," An
old red-brick mansion, used as a school, was in its place; and a fine
old house it must have been to go to school at, as I recollect it. 

When I approached the Doctor’s cottage--a pretty old place, on which
he seemed to have expended some money, if I might judge from the
embellishments and repairs that had the look of being just completed--I
saw him walking in the garden at the side, gaiters and all, as if he
had never left off walking since the days of my pupilage",english
3020," would indeed find it difficult to form the faintest
conception of my heart-rending situation. 

‘May I now venture to confide to Mr.  T.  the purport of my letter? Will
he now allow me to throw myself on his friendly consideration? Oh yes,
for I know his heart!

‘The quick eye of affection is not easily blinded, when of the female
sex",english
3021,"

En vingt minutes on fut au lieu indiqué.  Bientôt Patrice entendit la
voix de son maître, qui appelait son faucon. 

«Qui faut-il que j’annonce à Milord duc? demanda Patrice. 

— Le jeune homme qui, un soir, lui a cherché une querelle sur le
Pont-Neuf, en face de la Samaritaine",french
3022," I kissed her, and went upstairs with my candle
directly, before they came in.  It appeared to my childish fancy, as I
ascended to the bedroom where I had been imprisoned, that they brought
a cold blast of air into the house which blew away the old familiar
feeling like a feather",english
3023,"

En ce moment un cheval hennit: Milady releva la tête, vit, collé à la
vitre, le visage pâle d’Athos, et poussa un cri. 

Athos comprit qu’il était reconnu, poussa la fenêtre du genou et de la
main, la fenêtre céda, les carreaux se rompirent",french
3024,"»

Les quatre amis, plus tranquilles désormais sur leur avenir, firent
honneur au repas, dont les restes furent abandonnés à MM.  Mousqueton,
Bazin, Planchet et Grimaud.  Ils étaient réunis en
conseil chez Athos: ce qui indiquait toujours des circonstances d’une
certaine gravité",french
3025," She had a wonderful way too, when listening
to what was said to her, or when waiting for an answer to what she had
said herself, of pausing with her head cunningly on one side, and one
eye turned up like a magpie’s",english
3026,"

So, when they stopped to bait the horse, and ate and drank and enjoyed
themselves, I could touch nothing that they touched, but kept my fast
unbroken.  So, when we reached home, I dropped out of the chaise behind,
as quickly as possible, that I might not be in their company before
those solemn windows, looking blindly on me like closed eyes once
bright",english
3027," I have
shown you now, more plainly, that I do.  Why should I dread your doing
your worst to all about you? What else do you ever do?’

He perfectly understood this allusion to the considerations that had
hitherto restrained me in my communications with him",english
3028,"
Learning ain’t for me.  A person like myself had better not aspire.  If he
is to get on in life, he must get on umbly, Master Copperfield!’

I never saw his mouth so wide, or the creases in his cheeks so deep, as
when he delivered himself of these sentiments: shaking his head all the
time, and writhing modestly",english
3029," Non, je suis perdue, ne vous perdez pas
avec moi. 

— Je ne veux pas promettre, dit Milady, car personne plus que moi n’a
le respect du serment, et, si je promettais, il me faudrait tenir. 

— Eh bien, dit Milady, pour vous j’attendrai",french
3030,"

D’Artagnan retourna le lendemain chez Milady. 

Il trouva Ketty à la porte, et comme la veille il monta chez elle pour
avoir des nouvelles.  Ketty avait été fort grondée, on l’avait accusée
de négligence",french
3031,"

‘Agnes!’ I said.  ‘I’mafraidyou’renorwell. ’

‘Yes, yes.  Do not mind me, Trotwood,’ she returned.  ‘Listen! Are you
going away soon?’

‘Amigoarawaysoo?’ I repeated. 

‘Yes. ’

I had a stupid intention of replying that I was going to wait, to hand
her downstairs",english
3032,"

— Mais, dit d’Artagnan, c’est le diamant de la reine. 

— Raison de plus, reprit Athos, la reine sauvant M.  de Buckingham son
amant, rien de plus juste; la reine nous sauvant, nous ses amis, rien
de plus moral: vendons le diamant",french
3033,"

Restèrent Athos et d’Artagnan. 

«Je crois que ces gaillards-là ont trouvé leur affaire.  Qu’en
pensez-vous, d’Artagnan? dit Athos. 

— Je sais que Porthos était en bon train, dit d’Artagnan; et quant à
Aramis, à vrai dire, je n’en ai jamais été sérieusement inquiet: mais
vous, mon cher Athos, vous qui avez si généreusement distribué les
pistoles de l’Anglais qui étaient votre bien légitime, qu’allez-vous
faire?

— Je suis fort content d’avoir tué ce drôle, mon enfant, vu que c’est
pain bénit que de tuer un Anglais: mais si j’avais empoché ses
pistoles, elles me pèseraient comme un remords",french
3034," Worth any six! Minnie, is
she worth any six, now?’

‘Yes, father,’ replied Minnie.  ‘Never say I detracted from her!’

‘Very good,’ said Mr.  Omer. ’

As they had spoken in a subdued tone, while speaking of Em’ly, I had no
doubt that she was near",english
3035,"

— Est-ce tout, Monseigneur?

— Dites-lui que je sais encore tous les détails de l’aventure d’Amiens,
que j’en ferai faire un petit roman, spirituellement tourné, avec un
plan du jardin et les portraits des principaux acteurs de cette scène
nocturne",french
3036,"

— Combien de coups à tirer?

— Une centaine. 

— C’est tout autant qu’il nous en faut; chargeons les armes. »

Les quatre mousquetaires se mirent à la besogne.  Comme ils achevaient
de charger le dernier fusil, Grimaud fit signe que le déjeuner était
servi",french
3037,"

«Et vous, mon cher compagnon, lui dit-il, vous qui parlez des baronnes,
des comtesses et des princesses des autres?

— Pardon, interrompit Aramis, j’ai parlé parce que Porthos en parle
lui-même, parce qu’il a crié toutes ces belles choses devant moi",french
3038," It’s so consoling! It’s such a delight
to know that, when they suffer, they don’t feel! Sometimes I have been
quite uneasy for that sort of people; but now I shall just dismiss the
idea of them, altogether",english
3039," ‘I should think YOU would come into the
business at last, Master Copperfield!’

I protested that I had no views of that sort, and that no such scheme
was entertained in my behalf by anybody; but Uriah insisted on blandly
replying to all my assurances, ‘Oh, yes, Master Copperfield, I should
think you would, indeed!’ and, ‘Oh, indeed, Master Copperfield, I should
think you would, certainly!’ over and over again",english
3040," You should know best. ’

‘I made you, Trotwood?’

‘Yes! Agnes, my dear girl!’ I said, bending over her.  ‘I tried to tell
you, when we met today, something that has been in my thoughts since
Dora died",english
3041," Il
se rappelait de quelle façon étrange cette femme avait été mêlée
jusque-là dans sa destinée.  Selon sa conviction, c’était quelque
créature du cardinal, et cependant il se sentait invinciblement
entraîné vers elle, par un de ces sentiments dont on ne se rend pas
compte",french
3042,"

The door of the boat-house stood open when I approached; and, on
entering, I found it emptied of all its furniture, saving one of the old
lockers, on which Mrs.  Gummidge, with a basket on her knee, was seated,
looking at Mr",english
3043,"’

‘We have all got on in life since then, Mr.  Micawber,’ said I. 

‘Mr.  Copperfield,’ returned Mr.  Micawber, bitterly, ‘when I was an
inmate of that retreat I could look my fellow-man in the face, and punch
his head if he offended me",english
3044," Forbid
as I, of all men, should do that, my girl! You doen’t know half the
change that’s come, in course of time, upon me, when you think it
likely.  She stood, shrinkingly, before him,
as if she were afraid to meet his eyes; but her passionate sorrow was
quite hushed and mute",english
3045,"’

‘Do you suppose he has any money, Traddles?’ I asked.  He is such an incarnate hypocrite, that whatever
object he pursues, he must pursue crookedly.  It’s his only compensation
for the outward restraints he puts upon himself",english
3046," de Tréville me prête pour la promenade, et avec lesquels
je vais aller faire un tour à Saint-Germain. 

— Et qu’allez-vous faire à Saint-Germain?» demanda encore Athos. 

Alors d’Artagnan lui raconta la rencontre qu’il avait faite dans
l’église, et comment il avait retrouvé cette femme qui, avec le
seigneur au manteau noir et à la cicatrice près de la tempe, était sa
préoccupation éternelle",french
3047," Peggotty.  ‘I think not, ma’am;
but I’m no judge of them things.  Teach her better!’

‘Since you oblige me to speak more plainly, which I am very unwilling
to do, her humble connexions would render such a thing impossible, if
nothing else did",english
3048,"’

‘Of course it would be preferred,’ said Steerforth.  ‘And do it at once. ’
The waiter immediately withdrew to make the exchange.  Steerforth, very
much amused at my having been put into forty-four, laughed again, and
clapped me on the shoulder again, and invited me to breakfast with him
next morning at ten o’clock--an invitation I was only too proud and
happy to accept",english
3049,"

Mr.  Peggotty was waiting for us on deck.  He told me that Mr.  Micawber
had just now been arrested again (and for the last time) at the suit of
Heep, and that, in compliance with a request I had made to him, he had
paid the money, which I repaid him",english
3050,"

Une fois chez lui, pour plus de sûreté, le jeune homme barricada la
porte; ils s’approchèrent tous deux de la fenêtre, et par une fente du
volet ils virent M.  Bonacieux qui causait avec un homme en manteau",french
3051," ‘But
I mean, boy,’ resuming his gravity, ‘what do you consider me in this
respect?’ touching his forehead. 

I was puzzled how to answer, but he helped me with a word. 

‘Weak?’ said Mr.  Dick. 

‘Well,’ I replied, dubiously",english
3052," For anything that I can perceive to
the contrary, it is still probable that my children may be reduced to
seek a livelihood by personal contortion, while Mrs.  Micawber abets
their unnatural feats by playing the barrel-organ",english
3053,"’

‘Ah! I see!’ said my aunt.  ‘Ambition, love of approbation, sympathy, and
much more, I suppose? Well: go along with you!’

‘Do you know anything more,’ said I, standing composedly before her--she
had patted me on the shoulder, and sat down in my chair--‘of that
attachment of Agnes?’

She looked up in my face a little while, before replying:

‘I think I do, Trot",english
3054,"

I asked her, and looked curiously at her, because she looked so
curiously at me. 

‘My opinion is,’ said Peggotty, taking her eyes from me, after a little
indecision and going on with her work, ‘that I never was married myself,
Master Davy, and that I don’t expect to be",english
3055,"

— Puis ce sera une occasion de montrer nos équipages, dit Porthos. 

— Mais si c’est une femme qui écrit, dit Aramis, et que cette femme
désire ne pas être vue, songez que vous la compromettez, d’Artagnan: ce
qui est mal de la part d’un gentilhomme",french
3056,"

‘Well, well!’ she said, smiting her small knees, and rising, ‘this is
not business.  Come, Steerforth, let’s explore the polar regions, and
have it over. ’

She then selected two or three of the little instruments, and a
little bottle, and asked (to my surprise) if the table would bear",english
3057,"

«Oh! tenez, tenez, je ferme les yeux, et je vous vois telle que vous
étiez alors; je les rouvre, et je vous vois telle que vous êtes
maintenant, c’est-à-dire cent fois plus belle encore!

— Quelle folie! murmura Anne d’Autriche, qui n’avait pas le courage
d’en vouloir au duc d’avoir si bien conservé son portrait dans son
coeur; quelle folie de nourrir une passion inutile avec de pareils
souvenirs!

— Et avec quoi voulez-vous donc que je vive? je n’ai que des souvenirs,
moi",french
3058," Mourez en paix. 

— Et moi, dit d’Artagnan, pardonnez-moi, madame, d’avoir, par une
fourberie indigne d’un gentilhomme, provoqué votre colère; et, en
échange, je vous pardonne le meurtre de ma pauvre amie et vos
vengeances cruelles pour moi, je vous pardonne et je pleure sur vous",french
3059,"
Murdstone’s firmness, which wouldn’t allow him to let anybody off from
the utmost weight of the severest penalties he could find any excuse
for.  Be this as it may, I well remember the tremendous visages with
which we used to go to church, and the changed air of the place",english
3060," le cardinal et de
vous, qu’il tient pour les trois premiers de France. »

D’Artagnan ajoutait M.  de Tréville aux deux autres, comme on peut s’en
apercevoir, mais il pensait que cette adjonction ne devait rien gâter",french
3061,"

— Vraiment? et qui cela?

— D’Artagnan et ses amis. 

— En vérité ils en feront tant, que nous serons obligés de les envoyer
à la Bastille. 

— Pourquoi n’est-ce point déjà fait?

— Que voulez-vous! parce que M",french
3062," He was in his library (I mean
Doctor Strong was), with his clothes not particularly well brushed, and
his hair not particularly well combed; his knee-smalls unbraced; his
long black gaiters unbuttoned; and his shoes yawning like two caverns on
the hearth-rug",english
3063," Malheureusement,
nous ne sommes plus au temps du grand empereur.  Nous sommes au temps de
M.  le cardinal, et d’ici à trois jours on saurait, si bien gardé que
soit le secret, on saurait, dis-je, que nous devons nous battre, et
l’on s’opposerait à notre combat",french
3064," ‘I heard it from your father-in-law’s sister. 

‘He is indeed, sir!’ said Mr.  Chillip.  ‘Married a young lady of that
part, with a very good little property, poor thing. ---And this action
of the brain now, sir? Don’t you find it fatigue you?’ said Mr",english
3065," The scar made by the hammer was, as usual in this excited
state of her features, strongly marked.  When the throbbing I had seen
before, came into it as I looked at her, she absolutely lifted up her
hand, and struck it",english
3066," le
cardinal.  Il va sans dire que, comme une allée particulière conduisait
au premier étage qu’habitait d’Artagnan, ceux qui venaient chez lui
étaient exemptés de toutes visites. 

D’ailleurs les trois mousquetaires y venaient seuls; ils s’étaient mis
en quête chacun de son côté, et n’avaient rien trouvé, rien découvert",french
3067,"

— Celle de Rouen; mais vous laisserez la ville à votre droite.  Au petit
village d’Écouis, vous vous arrêterez, il n’y a qu’une auberge, l’_Écu
de France_.  Ne la jugez pas d’après son apparence; elle aura dans ses
écuries un cheval qui vaudra celui-ci",french
3068,"

I had some shadowy idea of endeavouring to evade the question, by
replying that I thought him a very nice gentleman; but my aunt was
not to be so put off, for she laid her work down in her lap, and said,
folding her hands upon it:

‘Come! Your sister Betsey Trotwood would have told me what she thought
of anyone, directly",english
3069," Gummidge did not appear to be able to cheer up.  She took out an old
black silk handkerchief and wiped her eyes; but instead of putting it
in her pocket, kept it out, and wiped them again, and still kept it out,
ready for use",english
3070,"’

I knew well--better perhaps than he thought, as far as my poor mother
was concerned--and I obeyed him to the letter.  I retreated to my own
room no more; I took refuge with Peggotty no more; but sat wearily in
the parlour day after day, looking forward to night, and bedtime",english
3071," La nuit
était profondément ténébreuse, et il était déjà presque impossible de
distinguer le rivage de la barque, à plus forte raison n’eût-on pas pu
distinguer la barque du rivage. 

Un point noir se balançait sur la mer",french
3072," The influence of my family being local, it
is their wish that Mr.  Micawber should go down to Plymouth.  They think
it indispensable that he should be upon the spot. ’

‘That he may be ready?’ I suggested",english
3073,"

Chose étrange et qui fit frissonner d’Artagnan de la plante des pieds à
la racine des cheveux, cette douce lumière, cette calme lampe éclairait
une scène de désordre épouvantable; une des vitres de la fenêtre était
cassée, la porte de la chambre avait été enfoncée et, à demi brisée
pendait à ses gonds; une table qui avait dû être couverte d’un élégant
souper gisait à terre; les flacons en éclats, les fruits écrasés
jonchaient le parquet; tout témoignait dans cette chambre d’une lutte
violente et désespérée; d’Artagnan crut même reconnaître au milieu de
ce pêle-mêle étrange des lambeaux de vêtements et quelques taches
sanglantes maculant la nappe et les rideaux",french
3074,"

Pour le moment, elle n’en voulait pas davantage, elle se releva, se mit
à table, mangea peu et ne but que de l’eau. 

Elle laissa encore s’écouler une demi-heure, et comme en ce moment tout
faisait silence dans le vieux château, comme on n’entendait que
l’éternel murmure de la houle, cette respiration immense de l’océan, de
sa voix pure, harmonieuse et vibrante, elle commença le premier couplet
de ce psaume alors en entière faveur près des puritains:

Seigneur, si tu nous abandonnes,
C’est pour voir si nous sommes forts;
Mais ensuite c’est toi qui donnes
De ta céleste main la palme à nos efforts",french
3075,"

Trois fois Athos frappa sans qu’on lui répondît.  Au troisième coup
cependant des pas intérieurs se rapprochèrent; enfin la porte
s’entrebâilla, et un homme de haute taille, au teint pâle, aux cheveux
et à la barbe noire, parut",french
3076," Joram, and Mr.  Joram too--who wasn’t her husband then?’

‘Why, Lord bless my soul!’ exclaimed Mr.  Omer, after being thrown by his
surprise into a fit of coughing, ‘you don’t say so! Minnie, my dear, you
recollect? Dear me, yes; the party was a lady, I think?’

‘My mother,’ I rejoined",english
3077," There was no reply. 

‘And tell that to ME,’ she added, ‘with your shameful lips? Why don’t
they whip these creatures? If I could order it to be done, I would have
this girl whipped to death. ’

And so she would, I have no doubt",english
3078,"

«Ce couteau c’était tout mon espoir. 

«J’étais écrasée de fatigue; l’insomnie brûlait mes yeux; je n’avais
pas osé dormir un seul instant: le jour me rassura, j’allai me jeter
sur mon lit sans quitter le couteau libérateur que je cachai sous mon
oreiller",french
3079," These reminded me, in reference to Miss
Murdstone’s nature, of the fetters over a jail door; suggesting on the
outside, to all beholders, what was to be expected within. 

All I know of the rest of the evening is, that I heard the empress of
my heart sing enchanted ballads in the French language, generally to the
effect that, whatever was the matter, we ought always to dance, Ta ra
la, Ta ra la! accompanying herself on a glorified instrument, resembling
a guitar",english
3080,"

— Et ce sera justice, drôle.  Ne voyait-on pas bien, à notre mine, que
nous étions gens de qualité et non faussaires, dites?

— Oui, monsieur, oui, vous avez raison, dit l’hôte.  Mais tenez, tenez,
le voilà qui s’emporte",french
3081," Why don’t you make him speak? He has learnt his
lesson, I see. ’

Seeing that what he said had no effect on me or any of us, he sat on the
edge of his table with his hands in his pockets, and one of his splay
feet twisted round the other leg, waiting doggedly for what might
follow",english
3082,"

— Ou du moins que je sortirai… plus tard. »

Et il attira Ketty à lui; il n’y avait plus moyen de résister, la
résistance fait tant de bruit! aussi Ketty céda. 

C’était un mouvement de vengeance contre Milady",french
3083," J’ai été élevé à la
campagne, et mon père, dans ses moments perdus, était quelque peu
braconnier. 

— Et le reste du temps, que faisait-il?

— Monsieur, il pratiquait une industrie que j’ai toujours trouvée assez
heureuse",french
3084,"

— C’est inutile, dit Aramis, vous prendrez un des miens. 

— Combien en avez-vous donc? demanda d’Artagnan. 

— Trois, répondit en souriant Aramis. 

— Mon cher! dit Athos, vous êtes certainement le poète le mieux monté
de France et de Navarre",french
3085,"


«Je vous baise les mains. 
«Comte de Wardes. »


Du saphir pas un mot: le Gascon voulait-il garder une arme contre
Milady? ou bien, soyons franc, ne conservait-il pas ce saphir comme une
dernière ressource pour l’équipement?

On aurait tort au reste de juger les actions d’une époque au point de
vue d’une autre époque",french
3086,"

— Oui, dit Aramis, confiez-nous cela, mon cher ami, à moins que
l’honneur de quelque dame ne se trouve intéressé à cette confidence, à
ce quel cas vous feriez mieux de la garder pour vous. 

— Soyez tranquilles, répondit d’Artagnan, l’honneur de personne n’aura
à se plaindre de ce que j’ai à vous dire",french
3087," Waterbrook’s establishment was done on
the ground-floor, and the genteel business (of which there was a good
deal) in the upper part of the building.  I was shown into a pretty but
rather close drawing-room, and there sat Agnes, netting a purse",english
3088," Aramis avait quelques
velléités de revenir à la soutane.  Athos, selon ses habitudes, ne le
dissuadait ni ne l’encourageait.  Athos était pour qu’on laissât à
chacun son libre arbitre.  Il ne donnait jamais de conseils qu’on ne les
lui demandât",french
3089," Il aura, j’en suis sûr, l’air du grand mogol. »

On fit une halte d’une heure pour faire souffler les chevaux; Aramis
solda son compte, plaça Bazin dans le fourgon avec ses camarades, et
l’on se mit en route pour aller retrouver Porthos",french
3090,"

Elle songea alors que Lord de Winter allait venir et rendre, par sa
présence, une nouvelle force à son geôlier: sa première épreuve était
perdue, elle en prit son parti en femme qui compte sur ses ressources;
en conséquence elle leva la tête, ouvrit les yeux et soupira
faiblement",french
3091," Creakle was, and they pitied me very much.  I told them what a
fine fellow Steerforth was, and what a patron of mine, and Peggotty said
she would walk a score of miles to see him.  I took the little baby in
my arms when it was awake, and nursed it lovingly",english
3092,"’

‘I feel it more than other people,’ said Mrs.  Gummidge. 

So at dinner; when Mrs. 
Gummidge said she felt it more than we did, and shed tears again, and
made that former declaration with great bitterness",english
3093," ‘Ye-es.  Barkis is willin’. ’

‘But you will be at Blunderstone again tomorrow, Mr.  Barkis,’ I said,
faltering a little at the idea of my being far away from it then, and
could give your own message so much better",english
3094,"»

Milady, dominée par une terreur inexprimable, s’assit sans proférer une
seule parole. 

«Vous êtes donc un démon envoyé sur la terre? dit Athos.  Votre
puissance est grande, je le sais; mais vous savez aussi qu’avec l’aide
de Dieu les hommes ont souvent vaincu les démons les plus terribles",french
3095,"

At supper, we were hardly so gay.  Everyone appeared to feel that a
parting of that sort was an awkward thing, and that the nearer it
approached, the more awkward it was.  Jack Maldon’s youth.  Mr.  Jack
Maldon, you have a long voyage, and a strange country, before you; but
many men have had both, and many men will have both, to the end of time",english
3096,"’

Here she ceased; and snapping her reticule again, and shutting her
mouth, looked as if she might be broken, but could never be bent. 

‘You have heard Miss Murdstone,’ said Mr.  Spenlow, turning to me",english
3097," Peggotty had lately vacated.  The chandler’s shop being
in Hungerford Market, and Hungerford Market being a very different place
in those days, there was a low wooden colonnade before the door (not
very unlike that before the house where the little man and woman used
to live, in the old weather-glass), which pleased Mr",english
3098,"

Le 25 au soir, comme ils entraient à Arras, et comme d’Artagnan venait
de mettre pied à terre à l’auberge de la Herse d’Or pour boire un verre
de vin, un cavalier sortit de la cour de la poste, où il venait de
relayer, prenant au grand galop, et avec un cheval frais, le chemin de
Paris",french
3099," Nous parlons d’Athos, bien entendu. 
Depuis cinq ou six ans qu’il vivait dans la plus profonde intimité avec
ses compagnons Porthos et Aramis, ceux-ci se rappelaient l’avoir vu
sourire souvent, mais jamais ils ne l’avaient entendu rire",french
3100," ‘He was crossing you
and wheedling you, I saw; and you were soft wax in his hands, I saw.  Had
I left the room a minute, when his man told me that “Young Innocence”
 (so he called you, and you may call him “Old Guilt” all the days of your
life) had set his heart upon her, and she was giddy and liked him, but
his master was resolved that no harm should come of it--more for your
sake than for hers--and that that was their business here? How could I
BUT believe him? I saw Steerforth soothe and please you by his praise
of her! You were the first to mention her name",english
3101,"

‘A nautical phenomenon, eh?’ laughed Steerforth. 

‘Indeed he does, and you know how truly; I know how ardent you are
in any pursuit you follow, and how easily you can master it.  And that
amazes me most in you, Steerforth--that you should be contented with
such fitful uses of your powers",english
3102,"’

‘Oh, have some mercy on me!’ cried Emily.  ‘Show me some compassion, or I
shall die mad!’

‘It would be no great penance,’ said Rosa Dartle, ‘for your crimes.  Do
you know what you have done? Do you ever think of the home you have laid
waste?’

‘Oh, is there ever night or day, when I don’t think of it!’ cried Emily;
and now I could just see her, on her knees, with her head thrown back,
her pale face looking upward, her hands wildly clasped and held out,
and her hair streaming about her",english
3103,"
Aussitôt M.  de Tréville ouvrit une porte et montra le chemin à Porthos
et à Aramis, qui emportèrent leur camarade dans leurs bras.  Derrière ce
groupe marchait le chirurgien, et derrière le chirurgien, la porte se
referma",french
3104,"

— Oui. 

— Je le sais, parce que, hier, de Wardes, dans un salon où j’étais, a
montré une bague qu’il a dit tenir de vous. 

— Le misérable!» s’écria Milady. 

«Demain, dit-il, vous serez vengée ou je serai mort",french
3105," I tried to calm him, that we might
come to something rational; but he got hotter and hotter, and wouldn’t
hear a word. 

‘I’ll put my hand in no man’s hand,’ said Mr.  Micawber, gasping,
puffing, and sobbing, to that degree that he was like a man
fighting with cold water, ‘until I have--blown to
fragments--the--a--detestable--serpent--HEEP! I’ll partake of no
one’s hospitality, until I have--a--moved Mount Vesuvius--to
eruption--on--a--the abandoned rascal--HEEP! Refreshment--a--underneath
this roof--particularly punch--would--a--choke me--unless--I
had--previously--choked the eyes--out of the head--a--of--interminable
cheat, and liar--HEEP! I--a--I’ll know nobody--and--a--say
nothing--and--a--live nowhere--until I have
crushed--to--a--undiscoverable atoms--the--transcendent and immortal
hypocrite and perjurer--HEEP!’

I really had some fear of Mr",english
3106,"

— C’est avec lui que je me bats aussi, dit Porthos. 

— Mais à une heure seulement, répondit d’Artagnan. 

— Ma foi, je ne sais pas trop, il m’a fait mal à l’épaule; et toi,
Porthos?

— Ma foi, je me bats parce que je me bats», répondit Porthos en
rougissant",french
3107," He was conscious of this, and put
a constraint upon his head; but his keeping that immovable, and sitting
rolling his eyes like a piece of machinery, did not mend the matter at
all.  I saw him look at the loaf at supper (which happened to be a small
one), as if nothing else stood between us and famine; and when my aunt
insisted on his making his customary repast, I detected him in the act
of pocketing fragments of his bread and cheese; I have no doubt for the
purpose of reviving us with those savings, when we should have reached
an advanced stage of attenuation",english
3108," Then she took Dora’s arm in hers, and
marched us into breakfast as if it were a soldier’s funeral. 

How many cups of tea I drank, because Dora made it, I don’t know.  But,
I perfectly remember that I sat swilling tea until my whole nervous
system, if I had had any in those days, must have gone by the board",english
3109," ‘Lookee here! As
Em’ly wishes of it, and as she’s hurried and frightened, like, besides,
I’ll leave her till morning.  Let me stay too!’

‘No, no,’ said Mr.  Peggotty.  ‘You doen’t ought--a married man like
you--or what’s as good--to take and hull away a day’s work",english
3110,"

Le soldat revenu, Felton lui rendit son arme. 

Alors, à travers le guichet dont elle s’était rapprochée, Milady vit le
jeune homme se signer avec une ferveur délirante et s’en aller par le
corridor avec un transport de joie",french
3111,"’

Mr.  Omer took off his broad-brimmed hat, and sat down and panted.  He was
so fat that he was obliged to pant some time before he could say:

‘That’s right. ’

‘Father!’ said Minnie, playfully.  ‘What a porpoise you do grow!’

‘Well, I don’t know how it is, my dear,’ he replied, considering about
it",english
3112,"

Le chancelier alla porter la lettre au roi sans en avoir lu un seul
mot.  Le roi la prit d’une main tremblante, chercha l’adresse, qui
manquait, devint très pâle, l’ouvrit lentement, puis, voyant par les
premiers mots qu’elle était adressée au roi d’Espagne, il lut très
rapidement",french
3113," Le jeune prêtre fut condamné à dix ans de fers et à la
flétrissure.  Mon
pauvre frère ignorait ce jugement; il avait rejoint cette femme, ils
avaient fui ensemble dans le Berry; et là, il avait obtenu une petite
cure",french
3114," Cependant nous ne
nous sommes pas rendus, non! l’on nous a entraînés de force.  En chemin,
nous nous sommes sauvés.  Quant à Athos, on l’avait cru mort, et on l’a
laissé bien tranquillement sur le champ de bataille, ne pensant pas
qu’il valût la peine d’être emporté",french
3115," I happened to turn my eyes
towards this place, as I was thinking of many things; and I saw a figure
beyond, dressed in a plain cloak.  It was bending eagerly towards me, and
beckoning. 

‘Martha!’ said I, going to it",english
3116,"
DEUX VARIÉTÉS DE DÉMONS


«Ah! s’écrièrent ensemble Rochefort et Milady, c’est vous!

— Oui, c’est moi. 

— Et vous arrivez…? demanda Milady. 

— De La Rochelle, et vous?

— D’Angleterre. 

— Buckingham?

— Mort ou blessé dangereusement; comme je partais sans avoir rien pu
obtenir de lui, un fanatique venait de l’assassiner",french
3117,"»

«Comment! Votre Majesté s’ennuie! dit M.  de Tréville.  N’a-t-elle donc
pas pris aujourd’hui le plaisir de la chasse?

— Beau plaisir, monsieur! Tout dégénère, sur mon âme, et je ne sais si
c’est le gibier qui n’a plus de voie ou les chiens qui n’ont plus de
nez",french
3118,"

Tout entier à une seule pensée, celle de la promesse qu’il avait faite
et de la responsabilité qu’il avait prise, il se retira le dernier dans
sa chambre, pria l’hôte de lui procurer une carte de la province, se
courba dessus, interrogea les lignes tracées, reconnut que quatre
chemins différents se rendaient de Béthune à Armentières, et fit
appeler les valets",french
3119,"

— Maintenant, qui êtes-vous? demanda l’Anglais. 

— Je suis M.  d’Artagnan, gentilhomme gascon, servant aux gardes,
compagnie de M.  des Essarts.  Et vous?

— Moi, je suis Lord de Winter, baron de Sheffield",french
3120,"

— Milord, madame, pardon, cent fois pardon; mais je l’aimais, Milord,
et j’étais jaloux; vous savez ce que c’est que d’aimer, Milord;
pardonnez-moi, et dites-moi comment je puis me faire tuer pour Votre
Grâce",french
3121," Je suis perdue! Mon Dieu! mon Dieu! mon Dieu!»

Elle s’agenouilla sur un coussin et pria, la tête enfoncée entre ses
bras palpitants. 

En effet, la position était terrible.  Buckingham était retourné à
Londres, Mme de Chevreuse était à Tours",french
3122,"

«Voyez, lui dit-elle, si tout ne nous seconde pas: voici la nuit qui
vient; au point du jour nous serons arrivées dans notre retraite, et
nul ne pourra se douter où nous sommes.  Voyons, du courage, prenez
quelque chose",french
3123,"
    Comme vous avez bien voulu, depuis, vous dire plusieurs fois l’ami
    de cette personne, elle vous doit de reconnaître cette amitié par
    un bon avis.  Deux fois vous avez failli être victime d’une proche
    parente que vous croyez votre héritière, parce que vous ignorez
    qu’avant de contracter mariage en Angleterre, elle était déjà
    mariée en France",french
3124,"

— Décidément, Athos, dit Aramis, vous étiez fait pour être général
d’armée; que dites-vous du plan, messieurs?

— Admirable! répétèrent en choeur les jeunes gens. 

— Eh bien, dit Porthos, je cours à l’hôtel, je préviens nos camarades
de se tenir prêts pour huit heures, le rendez-vous sera sur la place du
Palais-Cardinal; vous, pendant ce temps, faites seller les chevaux par
les laquais",french
